id,microtheme,phrase_family,phrase_text,pattern_lemmas,precision_level,source_type,enabled,risk_comment,comment
PHR_547,голова / ум как орган мышления,HEAD_MIND,голова кругом шла,голова кругом шла,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_548,голова / ум как орган мышления,HEAD_MIND,ломал голову,ломал голова,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_549,голова / ум как орган мышления,HEAD_MIND,сломал голову,сломал голова,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_550,голова / ум как орган мышления,HEAD_MIND,морщил голову,морщил голова,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_551,голова / ум как орган мышления,HEAD_MIND,раскинул мозгами,раскинул мозг,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_552,голова / ум как орган мышления,HEAD_MIND,шевелил мозгами,шевелил мозг,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_553,голова / ум как орган мышления,HEAD_MIND,пошевелил мозгами,пошевелил мозг,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_554,голова / ум как орган мышления,HEAD_MIND,ум за разум заходил,ум за разум заходил,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_555,голова / ум как орган мышления,UNDERSTAND,умом понимал,ум понимал,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_556,голова / ум как орган мышления,UNDERSTAND,сердцем понимал,сердцем понимал,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_557,голова / ум как орган мышления,HEAD_MIND,умом прикинул,ум прикинул,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_558,голова / ум как орган мышления,HEAD_MIND,держал в голове,держал в голова,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_559,голова / ум как орган мышления,HEAD_MIND,держал в уме,держал в ум,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_560,голова / ум как орган мышления,HEAD_MIND,держал на уме,держал на ум,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_561,голова / ум как орган мышления,INNER_SPEECH,держал про себя,держал про себя,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_562,голова / ум как орган мышления,HEAD_MIND,в уме держал,в ум держал,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_563,голова / ум как орган мышления,HEAD_MIND,в голове держал,в голова держал,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_564,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,рассудил так,рассудил так,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_565,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,рассудил иначе,рассудил иначе,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_566,рассуждение / вывод,INNER_SPEECH,рассуждал про себя,рассуждал про себя,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_567,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,стал рассуждать,стать рассуждать,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_568,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,начал рассуждать,начал рассуждать,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_569,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,рассуждал здраво,рассуждал здраво,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_570,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,рассуждал просто,рассуждал просто,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_571,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,пришел к выводу,прийти к выводу,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_572,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,сделал вывод,сделал вывод,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_573,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,вывел из этого,вывел из этого,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_574,рассуждение / вывод,UNDERSTAND,понял из этого,понять из этого,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_575,рассуждение / вывод,INNER_SPEECH,заключил про себя,заключил про себя,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_576,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,заключил наконец,заключил наконец,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_577,рассуждение / вывод,PROMPT_TO_THINK,сообразил по своему,сообразил по своему,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_578,рассуждение / вывод,PROMPT_TO_THINK,сообразил по-своему,сообразил по-своему,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_579,рассуждение / вывод,HEAD_MIND,рассчитал в уме,рассчитал в ум,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_580,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,сопоставил одно с другим,сопоставил одно с другим,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_581,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,связал одно с другим,связал одно с другим,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_582,рассуждение / вывод,HEAD_MIND,выстроил в уме,выстроил в ум,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_583,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,пришел к мысли,прийти к мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_584,рассуждение / вывод,РАССУЖДЕНИЕ_ВЫВОД,склонился к мысли,склонился к мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_585,понимание / ясность,UNDERSTAND,не понимал,не понимал,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_586,понимание / ясность,UNDERSTAND,ничего не понимал,ничего не понимал,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_587,понимание / ясность,UNDERSTAND,не понимал причины,не понимал причины,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_588,понимание / ясность,UNDERSTAND,не понимал смысла,не понимал смысла,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_589,понимание / ясность,UNDERSTAND,не понимал зачем,не понимал зачем,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_590,понимание / ясность,UNDERSTAND,не понимал почему,не понимал почему,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_591,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,не брал в толк,не брал в толк,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_592,понимание / ясность,HEAD_MIND,не укладывалось в голове,не укладывалось в голова,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_593,понимание / ясность,HEAD_MIND,не укладывалось в уме,не укладывалось в ум,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_594,понимание / ясность,PROMPT_TO_THINK,не мог сообразить,не мог сообразить,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_595,понимание / ясность,PRACTICAL_INTELLECTION,никак не соображал,никак не соображал,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_596,понимание / ясность,PRACTICAL_INTELLECTION,не мог догадаться,не мог догадаться,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_597,понимание / ясность,PRACTICAL_INTELLECTION,не догадывался,не догадывался,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_598,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,не дошло до него,не дошло до него,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_599,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,до него не доходило,до него не доходило,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_600,понимание / ясность,ПОНИМАНИЕ_ЯСНОСТЬ,не было понятно,не было понятно,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_601,понимание / ясность,BECOME_CLEAR,не стало ясно,не стать ясно,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_602,понимание / ясность,HEAD_MIND,не мог уразуметь,не мог уразуметь,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_603,модальная формула мышления,THINK_GENERAL,надо подумать,надо подумать,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_604,модальная формула мышления,THINK_GENERAL,нужно подумать,нужно подумать,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_605,модальная формула мышления,THINK_GENERAL,следовало подумать,следовало подумать,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_606,модальная формула мышления,THINK_GENERAL,стоило подумать,стоило подумать,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_607,модальная формула мышления,THINK_GENERAL,надо было подумать,надо было подумать,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_608,модальная формула мышления,THINK_GENERAL,нужно было подумать,нужно было подумать,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_609,модальная формула мышления,DECIDE,следовало решить,следовало решить,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_610,модальная формула мышления,DECIDE,надо было решить,надо было решить,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_611,модальная формула мышления,DECIDE,нужно было решить,нужно было решить,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_612,модальная формула мышления,UNDERSTAND,надо понять,надо понять,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_613,модальная формула мышления,UNDERSTAND,нужно понять,нужно понять,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_614,модальная формула мышления,UNDERSTAND,следовало понять,следовало понять,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_615,модальная формула мышления,REMEMBER,надо вспомнить,надо вспомнить,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_616,модальная формула мышления,REMEMBER,нужно вспомнить,нужно вспомнить,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_617,модальная формула мышления,REMEMBER,следовало вспомнить,следовало вспомнить,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_618,модальная формула мышления,MODAL_NEED_TO_THINK,надо сообразить,надо сообразить,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_619,модальная формула мышления,MODAL_NEED_TO_THINK,нужно сообразить,нужно сообразить,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_620,модальная формула мышления,MODAL_NEED_TO_THINK,следовало сообразить,следовало сообразить,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_621,модальная формула мышления,PRACTICAL_INTELLECTION,надо догадаться,надо догадаться,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_622,модальная формула мышления,PRACTICAL_INTELLECTION,нужно догадаться,нужно догадаться,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_623,модальная формула мышления,MODAL_NEED_TO_THINK,надо рассудить,надо рассудить,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_624,модальная формула мышления,MODAL_NEED_TO_THINK,нужно рассудить,нужно рассудить,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_625,побуждение к мышлению,HEAD_MIND,подумай сам,подумай сам,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_626,побуждение к мышлению,HEAD_MIND,сам подумай,сам подумай,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_627,побуждение к мышлению,HEAD_MIND,подумай хорошенько,подумай хорошенько,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_628,побуждение к мышлению,HEAD_MIND,подумай сперва,подумай сперва,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_629,побуждение к мышлению,HEAD_MIND,подумай головой,подумай головой,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_630,побуждение к мышлению,HEAD_MIND,думай головой,думай головой,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_631,побуждение к мышлению,HEAD_MIND,раскинь умом,раскинь ум,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_632,побуждение к мышлению,PROMPT_TO_THINK,сообрази сам,сообрази сам,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_633,побуждение к мышлению,PROMPT_TO_THINK,сам сообрази,сам сообрази,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_634,побуждение к мышлению,UNDERSTAND,пойми ты,понять ты,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_635,побуждение к мышлению,UNDERSTAND,ты пойми,ты понять,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_636,побуждение к мышлению,UNDERSTAND,послушай и пойми,послушай и понять,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_637,побуждение к мышлению,REMEMBER,вспомни сам,вспомни сам,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_638,побуждение к мышлению,REMEMBER,сам вспомни,сам вспомни,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_639,побуждение к мышлению,REMEMBER,припомни,припомни,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_640,побуждение к мышлению,PROMPT_TO_THINK,решай сам,решай сам,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_641,побуждение к мышлению,PROMPT_TO_THINK,сам решай,сам решай,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_642,побуждение к мышлению,ПОБУЖДЕНИЕ_К_МЫШЛЕНИЮ,не дури головой,не дури головой,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_643,побуждение к мышлению,UNDERSTAND,пойми меня,понять меня,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_644,побуждение к мышлению,HEAD_MIND,подумай обо мне,подумай обо мне,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_645,побуждение к мышлению,HEAD_MIND,подумай над этим,подумай над этим,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_646,побуждение к мышлению,REMEMBER,припомни хорошенько,припомни хорошенько,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_647,побуждение к мышлению,PROMPT_TO_THINK,сообрази головой,сообрази головой,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_648,побуждение к мышлению,HEAD_MIND,думай сам,думай сам,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_649,побуждение к мышлению,ПОБУЖДЕНИЕ_К_МЫШЛЕНИЮ,реши сам,реши сам,CORE,manual_expanded,1,,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_650,интуитивное понимание,INTUITIVE_KNOWING,сердце подсказало,сердце подсказало,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_651,интуитивное понимание,INTUITIVE_KNOWING,сердце говорило,сердце говорило,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_652,интуитивное понимание,INTUITIVE_KNOWING,душа подсказывала,душа подсказывала,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_653,интуитивное понимание,UNDERSTAND,душой понимал,душой понимал,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_654,интуитивное понимание,ИНТУИТИВНОЕ_ПОНИМАНИЕ,душой чувствовал,душой чувствовал,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_655,интуитивное понимание,INTUITIVE_KNOWING,сердцем чуял,сердцем чуял,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_656,интуитивное понимание,INTUITIVE_KNOWING,нутром чуял,нутром чуял,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_657,интуитивное понимание,ИНТУИТИВНОЕ_ПОНИМАНИЕ,чуял беду,чуял беду,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_658,интуитивное понимание,ИНТУИТИВНОЕ_ПОНИМАНИЕ,чуял неправду,чуял неправду,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_659,интуитивное понимание,UNDERSTAND,чувствовал что понял,чувствовал что понять,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_660,интуитивное понимание,UNDERSTAND,понял по глазам,понять по глазам,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_661,интуитивное понимание,UNDERSTAND,понял по голосу,понять по голосу,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_662,интуитивное понимание,UNDERSTAND,понял по лицу,понять по лицу,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_663,интуитивное понимание,UNDERSTAND,сердцем понял,сердцем понять,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_664,интуитивное понимание,INTUITIVE_KNOWING,сердцем угадал,сердцем угадал,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_665,интуитивное понимание,UNDERSTAND,нутром понял,нутром понять,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_666,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,тревожная мысль,тревожная мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_667,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,страшная мысль,страшная мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_668,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,горькая мысль,горькая мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_669,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,тяжелая мысль,тяжелая мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_670,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,мучительная мысль,мучительная мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_671,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,неприятная мысль,неприятная мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_672,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,радостная мысль,радостная мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_673,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,светлая мысль,светлая мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_674,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,темная мысль,темная мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_675,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,дурная мысль,дурная мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_676,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,беспокойная мысль,беспокойная мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_677,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,дикая мысль,дикая мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_678,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,острая мысль,острая мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_679,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,смутная мысль,смутная мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_680,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,ясная мысль,ясная мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_681,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,одна мысль,одна мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_682,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,последняя мысль,последняя мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_683,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,первая мысль,первая мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
PHR_684,эмоционально окрашенная мысль,ЭМОЦИОНАЛЬНО_ОКРАШЕННАЯ_МЫСЛЬ,главная мысль,главная мысль,EXTENDED,manual_expanded,1,пограничная формула: проверять вручную,расширенный фразовый маркер для поиска когнитивных контекстов
