hit_type,marker_id,sent_id,token_idx,token_end_idx,target_lemma,target_surface,sent_text,prev_sent_text,next_sent_text,context_window,overlaps_phrase,phrase_overlap_ids,is_noise,noise_reason,count_in_main_stats,hit_id,marker_label,microtheme,phrase_family,unit_type,marker_source,precision_level,source_type,risk_comment,unit_raw,unit_norm,MelekhovLink,MelekhovEvidence,Perspective,PerspectiveEvidence,PerspectiveConfidence,SpeakerDetected,AddresseeDetected,OthersSpeechAct,BookId,Book,PartId,Part
WORD,ALEX_008,34915,16,16,вспоминать,вспоминала,"Но со слов Ильиничны он знал, что Наталья простила ему все, что она любила его и вспоминала о нем до последней минуты.","Если бы при жизни Наталья осуществила свою угрозу — взяла детей и ушла жить к матери; если бы она умерла там, ожесточенная в ненависти к неверному мужу и непримирившаяся, Григорий, пожалуй, не с такой силой испытывал бы тяжесть утраты и, уж наверное, раскаяние не терзало бы его столь яростно.","Это увеличивало его страдания, отягчало совесть немолкнущим укором, заставляло по-новому осмысливать прошлое и свое поведение в нем…","Если бы при жизни Наталья осуществила свою угрозу — взяла детей и ушла жить к матери; если бы она умерла там, ожесточенная в ненависти к неверному мужу и непримирившаяся, Григорий, пожалуй, не с такой силой испытывал бы тяжесть утраты и, уж наверное, раскаяние не терзало бы его столь яростно. Но со слов Ильиничны он знал, что Наталья простила ему все, что она любила его и вспоминала о нем до последней минуты. Это увеличивало его страдания, отягчало совесть немолкнущим укором, заставляло по-новому осмысливать прошлое и свое поведение в нем…",False,,False,,True,1265,вспоминать [память / воспоминание],память / воспоминание,WORD_ALEXANDROVA,WORD,ALEXANDROVA,CORE,dictionary,,вспоминать,вспоминать,PROBABLE,prev_sentence:Григорий+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,ALEX_008,34928,12,12,вспоминать,вспоминал,"Он изнурял себя работой, часами не слезая с лобогрейки, и все же вспоминал Наталью; память настойчиво воскрешала давно минувшее, различные, зачастую незначительные эпизоды совместной жизни, разговоры.","Как ни старался Григорий, уехав в поле, забыть о своем горе, в мыслях он неизбежно возвращался к этому.","Стоило на минуту снять узду с услужливой памяти, и перед глазами его вставала живая, улыбающаяся Наталья.","Как ни старался Григорий, уехав в поле, забыть о своем горе, в мыслях он неизбежно возвращался к этому. Он изнурял себя работой, часами не слезая с лобогрейки, и все же вспоминал Наталью; память настойчиво воскрешала давно минувшее, различные, зачастую незначительные эпизоды совместной жизни, разговоры. Стоило на минуту снять узду с услужливой памяти, и перед глазами его вставала живая, улыбающаяся Наталья.",False,,False,,True,1269,вспоминать [память / воспоминание],память / воспоминание,WORD_ALEXANDROVA,WORD,ALEXANDROVA,CORE,dictionary,,вспоминать,вспоминать,PROBABLE,prev_sentence:Григорий+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_014,35023,0,0,вспомнить,Вспомнил,"Вспомнил детство и смастерил Мишатке ветряную мельницу из камышинок, ссучил из конского волоса силки для ловли воробьев, дочери искусно сделал крохотную коляску с вращающимися колесами и причудливо изукрашенным дышлом, пробовал даже свернуть из лоскутков куклу, но тут у него ничего не вышло; кукла была сделана при помощи Дуняшки.",До вечера он был дома.,"Дети, к которым Григорий никогда прежде не проявлял такого внимания, вначале отнеслись к его затеям с недоверием, но потом уже ни на минуту не отходили от него, и под вечер, когда Григорий собрался ехать в поле, Мишатка, сдерживая слезы, заявил:
— Ты сроду такой!","До вечера он был дома. Вспомнил детство и смастерил Мишатке ветряную мельницу из камышинок, ссучил из конского волоса силки для ловли воробьев, дочери искусно сделал крохотную коляску с вращающимися колесами и причудливо изукрашенным дышлом, пробовал даже свернуть из лоскутков куклу, но тут у него ничего не вышло; кукла была сделана при помощи Дуняшки. Дети, к которым Григорий никогда прежде не проявлял такого внимания, вначале отнеслись к его затеям с недоверием, но потом уже ни на минуту не отходили от него, и под вечер, когда Григорий собрался ехать в поле, Мишатка, сдерживая слезы, заявил:
— Ты сроду такой!",False,,False,,True,1276,вспомнить [память / воспоминание],память / воспоминание,WORD_CORE,WORD,S1,CORE,curated,,вспомнить,вспомнить,PROBABLE,next_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
PHRASE,PHR_099,35052,6,7,сообразить что,сообразила что,"Женским чутьем она распознала его настроение, сообразила, что всякое неосторожное и несвоевременное проявление ее чувств к нему может вооружить его против нее, кинуть какое-то пятно на их взаимоотношения.","Она, с присущим ей умом и тактом, избегала встреч, понимая, что лучше ей не попадаться Григорию на глаза.","Она ждала, когда Григорий сам заговорит с ней.","Она, с присущим ей умом и тактом, избегала встреч, понимая, что лучше ей не попадаться Григорию на глаза. Женским чутьем она распознала его настроение, сообразила, что всякое неосторожное и несвоевременное проявление ее чувств к нему может вооружить его против нее, кинуть какое-то пятно на их взаимоотношения. Она ждала, когда Григорий сам заговорит с ней.",False,,False,,True,1278,сообразить что [рассуждение / вывод],рассуждение / вывод,PROMPT_TO_THINK,PHRASE,PHRASE,EXTENDED,manual_existing,,сообразить что,сообразить что,PROBABLE,prev_sentence:Григорию+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_022,35052,6,6,сообразить,сообразила,"Женским чутьем она распознала его настроение, сообразила, что всякое неосторожное и несвоевременное проявление ее чувств к нему может вооружить его против нее, кинуть какое-то пятно на их взаимоотношения.","Она, с присущим ей умом и тактом, избегала встреч, понимая, что лучше ей не попадаться Григорию на глаза.","Она ждала, когда Григорий сам заговорит с ней.","Она, с присущим ей умом и тактом, избегала встреч, понимая, что лучше ей не попадаться Григорию на глаза. Женским чутьем она распознала его настроение, сообразила, что всякое неосторожное и несвоевременное проявление ее чувств к нему может вооружить его против нее, кинуть какое-то пятно на их взаимоотношения. Она ждала, когда Григорий сам заговорит с ней.",True,PHR_099,False,,False,1279,сообразить [рассуждение / вывод],рассуждение / вывод,WORD_CORE,WORD,S1,CORE,curated,,сообразить,сообразить,PROBABLE,prev_sentence:Григорию+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_014,35146,3,3,вспомнить,вспомню,"Нет, замстило, не вспомню!","Чей же он, дай бог памяти?","Да ты зря ругаешься, Григорий Пантелевич.","Чей же он, дай бог памяти? Нет, замстило, не вспомню! Да ты зря ругаешься, Григорий Пантелевич.",False,,False,,True,1285,вспомнить [память / воспоминание],память / воспоминание,WORD_CORE,WORD,S1,CORE,curated,,вспомнить,вспомнить,PROBABLE,next_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_014,35195,11,11,вспомнить,вспомнит,"И небось у каждого из вас мать есть, и небось как вспомнит про сына, что он на войне гибнет, так слезьми и обольется…",До чего же вы хорошо да жалостно поете!,"— Блеснув на поздоровавшегося Григория желтыми белками, она вдруг злобно сказала: — И таких цветков ты, ваше благородие, на смерть водишь?","До чего же вы хорошо да жалостно поете! И небось у каждого из вас мать есть, и небось как вспомнит про сына, что он на войне гибнет, так слезьми и обольется… — Блеснув на поздоровавшегося Григория желтыми белками, она вдруг злобно сказала: — И таких цветков ты, ваше благородие, на смерть водишь?",False,,False,,True,1286,вспомнить [память / воспоминание],память / воспоминание,WORD_CORE,WORD,S1,CORE,curated,,вспомнить,вспомнить,PROBABLE,next_sentence:Григория+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_004,35717,3,3,решить,решила,"Тогда же Ильинична решила поговорить с Аксиньей и твердо заявить ей, чтобы она оставила Мишатку в покое и не снискивала его расположения ни подарками, ни рассказыванием сказок.","— Опять… — растерянно проговорил Мишатка и тотчас добавил: — Я больше не буду, бабунюшка, ты только не ругайся…","«Свела со света Наталью, а зараз норовит, проклятая, к детям подобраться, чтобы через них потом Гришку опутать.","— Опять… — растерянно проговорил Мишатка и тотчас добавил: — Я больше не буду, бабунюшка, ты только не ругайся… Тогда же Ильинична решила поговорить с Аксиньей и твердо заявить ей, чтобы она оставила Мишатку в покое и не снискивала его расположения ни подарками, ни рассказыванием сказок. «Свела со света Наталью, а зараз норовит, проклятая, к детям подобраться, чтобы через них потом Гришку опутать.",False,,False,,True,1292,решить [решение],решение,WORD_CORE,WORD,S1,CORE,curated,,решить,решить,PROBABLE,next_sentence:Гришку+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_014,36197,2,2,вспомнить,вспомнил,"Пантелей Прокофьевич вспомнил Дуняшкины слова и, с неожиданной яркостью восстановив в памяти улыбающееся, безусое, скопцеватое лицо Аникушки, никак не мог представить себе теперешнего Аникушку — бездыханного, с размозженной головой.","И Аникушка… какой веселый был, любил выпить, посмеяться, а зараз уж все, покойничек…»","«Зря я гневил Бога — хвалился Григорием, — укорил себя Пантелей Прокофьевич, припомнив разговор с Бесхлебновым.","И Аникушка… какой веселый был, любил выпить, посмеяться, а зараз уж все, покойничек…» Пантелей Прокофьевич вспомнил Дуняшкины слова и, с неожиданной яркостью восстановив в памяти улыбающееся, безусое, скопцеватое лицо Аникушки, никак не мог представить себе теперешнего Аникушку — бездыханного, с размозженной головой. «Зря я гневил Бога — хвалился Григорием, — укорил себя Пантелей Прокофьевич, припомнив разговор с Бесхлебновым.",False,,False,,True,1323,вспомнить [память / воспоминание],память / воспоминание,WORD_CORE,WORD,S1,CORE,curated,,вспомнить,вспомнить,PROBABLE,next_sentence:Григорием,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
PHRASE,PHR_047,36197,9,11,восстановить в память,восстановив в памяти,"Пантелей Прокофьевич вспомнил Дуняшкины слова и, с неожиданной яркостью восстановив в памяти улыбающееся, безусое, скопцеватое лицо Аникушки, никак не мог представить себе теперешнего Аникушку — бездыханного, с размозженной головой.","И Аникушка… какой веселый был, любил выпить, посмеяться, а зараз уж все, покойничек…»","«Зря я гневил Бога — хвалился Григорием, — укорил себя Пантелей Прокофьевич, припомнив разговор с Бесхлебновым.","И Аникушка… какой веселый был, любил выпить, посмеяться, а зараз уж все, покойничек…» Пантелей Прокофьевич вспомнил Дуняшкины слова и, с неожиданной яркостью восстановив в памяти улыбающееся, безусое, скопцеватое лицо Аникушки, никак не мог представить себе теперешнего Аникушку — бездыханного, с размозженной головой. «Зря я гневил Бога — хвалился Григорием, — укорил себя Пантелей Прокофьевич, припомнив разговор с Бесхлебновым.",False,,False,,True,1322,восстановил в памяти [память / воспоминание],память / воспоминание,MEMORY_SURFACE,PHRASE,PHRASE,CORE,manual_existing,,восстановил в памяти,восстановить в память,PROBABLE,next_sentence:Григорием,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_001,36362,2,2,думать,думала,"— А я думала, что она когда-нибудь соскучится по нас и прийдет… — чуть слышно прошептала Полюшка.",Конечно мертвая.,"— Ты об ней не думай, моя ро́дная, не надо, — глухо сказал Григорий.","Конечно мертвая. — А я думала, что она когда-нибудь соскучится по нас и прийдет… — чуть слышно прошептала Полюшка. — Ты об ней не думай, моя ро́дная, не надо, — глухо сказал Григорий.",False,,False,,True,1334,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,PROBABLE,next_sentence:Григорий,OTHERS_NEAR_HERO,direct_speech;speech_verb_other:Полюшка;hero_near,LOW,Полюшка,,STATEMENT,4,Книга четвертая,7,Часть седьмая
WORD,S1_001,36364,5,5,думать,думать,— Как же об ней не думать?,"— Ты об ней не думай, моя ро́дная, не надо, — глухо сказал Григорий.",А они и проведывать не приходют?,"— Ты об ней не думай, моя ро́дная, не надо, — глухо сказал Григорий. — Как же об ней не думать? А они и проведывать не приходют?",False,,False,,True,1336,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,PROBABLE,prev_sentence:Григорий,OTHERS_NEAR_HERO,direct_speech;unknown_speaker;hero_near,LOW,UNKNOWN,,STATEMENT,4,Книга четвертая,7,Часть седьмая
WORD,S1_001,36466,3,3,думать,думал,"Вначале Пантелей Прокофьевич думал даже повозку везти на санях, чтобы весною не тратиться на покупку и ехать на своей, но потом, пораздумав, отказался от этой пагубной мысли.","Видал я их, чертей безрогих, знаю отлично!",Начал собираться и Григорий.,"Видал я их, чертей безрогих, знаю отлично! Вначале Пантелей Прокофьевич думал даже повозку везти на санях, чтобы весною не тратиться на покупку и ехать на своей, но потом, пораздумав, отказался от этой пагубной мысли. Начал собираться и Григорий.",False,,False,,True,1339,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,PROBABLE,next_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_011,36466,26,26,мысль,мысли,"Вначале Пантелей Прокофьевич думал даже повозку везти на санях, чтобы весною не тратиться на покупку и ехать на своей, но потом, пораздумав, отказался от этой пагубной мысли.","Видал я их, чертей безрогих, знаю отлично!",Начал собираться и Григорий.,"Видал я их, чертей безрогих, знаю отлично! Вначале Пантелей Прокофьевич думал даже повозку везти на санях, чтобы весною не тратиться на покупку и ехать на своей, но потом, пораздумав, отказался от этой пагубной мысли. Начал собираться и Григорий.",False,,False,,True,1340,мысль [мысленный акт/реплика],мысленный акт/реплика,WORD_CORE,WORD,S1,CORE,curated,,мысль,мысль,PROBABLE,next_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_001,36523,9,9,думать,думал,"Тот встретил его, невесело улыбаясь, сказал:
— А я уж думал, что ты прямо из Вешек зацвел в отступление.","Обрадованный Григорий наскоро повечерял, пошел к Прохору.","— Откуда тебя черти принесли? — спросил Григорий, смеясь и хлопая верного ординарца по плечу.","Обрадованный Григорий наскоро повечерял, пошел к Прохору. Тот встретил его, невесело улыбаясь, сказал:
— А я уж думал, что ты прямо из Вешек зацвел в отступление. — Откуда тебя черти принесли? — спросил Григорий, смеясь и хлопая верного ординарца по плечу.",False,,False,,True,1347,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,PROBABLE,prev_sentence:Григорий+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_001,36653,2,2,думать,думаю,"«Господи Исусе, думаю, вот это я нарвался!","Не поверишь, Григорий Пантелевич, как она мне это сказала — так по мне холодный пот и посыпался!",Ишо чего недоставало!..»,"Не поверишь, Григорий Пантелевич, как она мне это сказала — так по мне холодный пот и посыпался! «Господи Исусе, думаю, вот это я нарвался! Ишо чего недоставало!..»",False,,False,,True,1360,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,PROBABLE,prev_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_004,36682,6,6,решить,решил,"«Лошадей спрягем и поедем на паре, — решил он.","Григорий, сворачивая папироску, обдумывал план поездки.","— Надо на вечер выезжать, чтобы не видали наши, что Аксютку беру с собой.","Григорий, сворачивая папироску, обдумывал план поездки. «Лошадей спрягем и поедем на паре, — решил он. — Надо на вечер выезжать, чтобы не видали наши, что Аксютку беру с собой.",False,,False,,True,1362,решить [решение],решение,WORD_CORE,WORD,S1,CORE,curated,,решить,решить,PROBABLE,prev_sentence:Григорий+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_001,36884,4,4,думать,думай,"— Ты об них не думай, заладила черт-те об чем!",Прямо посверх чекменя полозеют.,"Ну вши — и вши, их на службе не считают, — с досадой прошептал Григорий.","Прямо посверх чекменя полозеют. — Ты об них не думай, заладила черт-те об чем! Ну вши — и вши, их на службе не считают, — с досадой прошептал Григорий.",False,,False,,True,1372,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,PROBABLE,next_sentence:Григорий,OTHERS_TO_HERO,direct_speech;unknown_speaker;speechact=PROMPT;hero_link=PROBABLE,LOW,UNKNOWN,HERO_PROBABLE,PROMPT,4,Книга четвертая,7,Часть седьмая
WORD,S1_014,37179,5,5,вспомнить,вспомнить,"Времени, чтобы обдумать настоящее и вспомнить прошедшее, было у него в избытке.","Томительно длинными казались Григорию уходившие на передвижение дни, еще более долгими были нескончаемые зимние ночи.",Подолгу перебирал он в памяти пролетевшие годы своей диковинно и нехорошо сложившейся жизни.,"Томительно длинными казались Григорию уходившие на передвижение дни, еще более долгими были нескончаемые зимние ночи. Времени, чтобы обдумать настоящее и вспомнить прошедшее, было у него в избытке. Подолгу перебирал он в памяти пролетевшие годы своей диковинно и нехорошо сложившейся жизни.",False,,False,,True,1380,вспомнить [память / воспоминание],память / воспоминание,WORD_CORE,WORD,S1,CORE,curated,,вспомнить,вспомнить,PROBABLE,prev_sentence:Григорию,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_001,37181,28,28,думать,думал,"Сидя на санях, устремив затуманенный взор в снежные просторы исполненной мертвого безмолвия степи, или лежа ночью с закрытыми глазами и стиснутыми зубами где-нибудь в душной, переполненной людьми комнатушке, думал все об одном: об Аксинье, больной, обеспамятевшей, брошенной в безвестном поселке, о близких, оставленных в Татарском…",Подолгу перебирал он в памяти пролетевшие годы своей диковинно и нехорошо сложившейся жизни.,"Там, на Дону, была Советская власть, и Григорий постоянно с тоскливой тревогой спрашивал себя: «Неужто будут за меня терзать маманю или Дуняшку?»","Подолгу перебирал он в памяти пролетевшие годы своей диковинно и нехорошо сложившейся жизни. Сидя на санях, устремив затуманенный взор в снежные просторы исполненной мертвого безмолвия степи, или лежа ночью с закрытыми глазами и стиснутыми зубами где-нибудь в душной, переполненной людьми комнатушке, думал все об одном: об Аксинье, больной, обеспамятевшей, брошенной в безвестном поселке, о близких, оставленных в Татарском… Там, на Дону, была Советская власть, и Григорий постоянно с тоскливой тревогой спрашивал себя: «Неужто будут за меня терзать маманю или Дуняшку?»",False,,False,,True,1381,думать [процесс размышления],процесс размышления,WORD_CORE,WORD,S1,CORE,curated,,думать,думать,PROBABLE,next_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,ALEX_007,37183,6,6,припоминать,припоминал,"И тотчас же начинал успокаивать себя, припоминал не раз слышанные в дороге рассказы о том, что красноармейцы идут мирно и обращаются с населением занятых станиц хорошо.","Там, на Дону, была Советская власть, и Григорий постоянно с тоскливой тревогой спрашивал себя: «Неужто будут за меня терзать маманю или Дуняшку?»","Тревога постепенно угасала, мысль, что старуха-мать будет отвечать за него, уже казалась ему невероятной, дикой, ни на чем не основанной.","Там, на Дону, была Советская власть, и Григорий постоянно с тоскливой тревогой спрашивал себя: «Неужто будут за меня терзать маманю или Дуняшку?» И тотчас же начинал успокаивать себя, припоминал не раз слышанные в дороге рассказы о том, что красноармейцы идут мирно и обращаются с населением занятых станиц хорошо. Тревога постепенно угасала, мысль, что старуха-мать будет отвечать за него, уже казалась ему невероятной, дикой, ни на чем не основанной.",False,,False,,True,1383,припоминать [память / воспоминание],память / воспоминание,WORD_ALEXANDROVA,WORD,ALEXANDROVA,CORE,dictionary,,припоминать,припоминать,PROBABLE,prev_sentence:Григорий,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_011,37184,3,3,мысль,мысль,"Тревога постепенно угасала, мысль, что старуха-мать будет отвечать за него, уже казалась ему невероятной, дикой, ни на чем не основанной.","И тотчас же начинал успокаивать себя, припоминал не раз слышанные в дороге рассказы о том, что красноармейцы идут мирно и обращаются с населением занятых станиц хорошо.","При воспоминаниях о детишках на секунду сердце Григория сжималось грустью; он боялся, что не уберегут их от тифа, и в то же время чувствовал, что, при всей его любви к детям, после смерти Натальи уже никакое горе не сможет потрясти его с такой силой…","И тотчас же начинал успокаивать себя, припоминал не раз слышанные в дороге рассказы о том, что красноармейцы идут мирно и обращаются с населением занятых станиц хорошо. Тревога постепенно угасала, мысль, что старуха-мать будет отвечать за него, уже казалась ему невероятной, дикой, ни на чем не основанной. При воспоминаниях о детишках на секунду сердце Григория сжималось грустью; он боялся, что не уберегут их от тифа, и в то же время чувствовал, что, при всей его любви к детям, после смерти Натальи уже никакое горе не сможет потрясти его с такой силой…",False,,False,,True,1384,мысль [мысленный акт/реплика],мысленный акт/реплика,WORD_CORE,WORD,S1,CORE,curated,,мысль,мысль,PROBABLE,next_sentence:Григория+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_004,37186,11,11,решить,решив,"В одном из сальских зимовников они с Прохором прожили четыре дня, решив дать лошадям отдых.","При воспоминаниях о детишках на секунду сердце Григория сжималось грустью; он боялся, что не уберегут их от тифа, и в то же время чувствовал, что, при всей его любви к детям, после смерти Натальи уже никакое горе не сможет потрясти его с такой силой…","За это время у них не раз возникали разговоры о том, что делать дальше.","При воспоминаниях о детишках на секунду сердце Григория сжималось грустью; он боялся, что не уберегут их от тифа, и в то же время чувствовал, что, при всей его любви к детям, после смерти Натальи уже никакое горе не сможет потрясти его с такой силой… В одном из сальских зимовников они с Прохором прожили четыре дня, решив дать лошадям отдых. За это время у них не раз возникали разговоры о том, что делать дальше.",False,,False,,True,1385,решить [решение],решение,WORD_CORE,WORD,S1,CORE,curated,,решить,решить,PROBABLE,prev_sentence:Григория,NARRATOR_ABOUT_HERO,narrative_context;hero_link=PROBABLE,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_017,37353,11,11,понять,понял,"Напрягши всю волю, он вслушался в голос Прохора, с величайшим усилием понял — Прохор спрашивал у него:
— Молоко будешь пить?",До помраченного сознания Григория доходило все это словно из другого мира.,"Григорий, еле шевеля языком, облизал спекшиеся губы, почувствовал, как в рот ему льется густая, со знакомым пресным привкусом, холодная жидкость.","До помраченного сознания Григория доходило все это словно из другого мира. Напрягши всю волю, он вслушался в голос Прохора, с величайшим усилием понял — Прохор спрашивал у него:
— Молоко будешь пить? Григорий, еле шевеля языком, облизал спекшиеся губы, почувствовал, как в рот ему льется густая, со знакомым пресным привкусом, холодная жидкость.",False,,False,,True,1388,понять [понимание / ясность],понимание / ясность,WORD_CORE,WORD,S1,CORE,curated,,понять,понять,PROBABLE,prev_sentence:Григория+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,ALEX_012,37359,4,4,догадаться,догадался,"По лицу Прохора он догадался, что тот услышал его, и успокоенно закрыл глаза, как облегчение принимая беспамятство, погружаясь в густую темноту забытья, уходя от всего этого крикливого, шумного мира…","На лице Григория отразились страдание и тревога; еще раз он собрал в комок волю, прошептал:
— Вези… пока помру…","XXVIII
За всю дорогу до самой станицы Абинской Григорию запомнилось только одно: беспросветной темной ночью очнулся он от резкого, пронизывающего насквозь холода.","На лице Григория отразились страдание и тревога; еще раз он собрал в комок волю, прошептал:
— Вези… пока помру… По лицу Прохора он догадался, что тот услышал его, и успокоенно закрыл глаза, как облегчение принимая беспамятство, погружаясь в густую темноту забытья, уходя от всего этого крикливого, шумного мира… XXVIII
За всю дорогу до самой станицы Абинской Григорию запомнилось только одно: беспросветной темной ночью очнулся он от резкого, пронизывающего насквозь холода.",False,,False,,True,1390,догадаться [понимание / ясность],понимание / ясность,WORD_ALEXANDROVA,WORD,ALEXANDROVA,CORE,dictionary,,догадаться,догадаться,PROBABLE,prev_sentence:Григория+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_002,37392,4,4,подумать,подумал,"В первый момент он подумал, что находится в лазарете, но из соседней комнаты донесся взрыв безудержного мужского хохота, звон посуды, зазвучали нетрезвые голоса.","За ним следили все с тем же напряженным и мрачным молчанием.
…И еще, как сквозь сон, помнил Григорий: очнулся он в теплой комнате, — не раскрывая глаз, всем телом ощутил приятную свежесть чистого постельного белья, в ноздри ему ударил терпкий запах каких-то лекарств.","Кто-то знакомый басил:
— …тоже умник нашелся!","За ним следили все с тем же напряженным и мрачным молчанием.
…И еще, как сквозь сон, помнил Григорий: очнулся он в теплой комнате, — не раскрывая глаз, всем телом ощутил приятную свежесть чистого постельного белья, в ноздри ему ударил терпкий запах каких-то лекарств. В первый момент он подумал, что находится в лазарете, но из соседней комнаты донесся взрыв безудержного мужского хохота, звон посуды, зазвучали нетрезвые голоса. Кто-то знакомый басил:
— …тоже умник нашелся!",False,,False,,True,1393,подумать [инициация мысли],инициация мысли,WORD_CORE,WORD,S1,CORE,curated,,подумать,подумать,PROBABLE,prev_sentence:Григорий+pronoun,NARRATOR_ABOUT_HERO,narrative_context;hero_near+pronoun,MEDIUM,NARRATOR,,,4,Книга четвертая,7,Часть седьмая
WORD,S1_004,37638,0,0,решить,Решили,— Решили не ехать.,"Что вы тут надумали? — хмурясь, пристально глядя на Григория, спросил Ермаков.",— Почему?,"Что вы тут надумали? — хмурясь, пристально глядя на Григория, спросил Ермаков. — Решили не ехать. — Почему?",False,,False,,True,1404,решить [решение],решение,WORD_CORE,WORD,S1,CORE,curated,,решить,решить,PROBABLE,prev_sentence:Григория,OTHERS_NEAR_HERO,direct_speech;unknown_speaker;hero_near,LOW,UNKNOWN,,STATEMENT,4,Книга четвертая,7,Часть седьмая
